release_id,artist_id,artist_name,album_name,release_date,release_category,edition_type,era,genre
rel_2b31f00a0fa7,art_2534a487acec,Lili Haydn,More Love,2021-03-26,,,,
rel_1df05c8fae53,art_2534a487acec,Lili Haydn,Sayonara,2021-01-15,,,,
rel_2c6e12aebd95,art_2534a487acec,Lili Haydn,Sea of Gold (The Stereo Flow Radio Edit),2018-09-07,,,,
rel_9fe42b22351f,art_2534a487acec,Lili Haydn,She's Leaving Home,2022-09-23,,,,
rel_7291478a8de3,art_2534a487acec,Lili Haydn,Split at the Root (Original Motion Picture Soundtrack),2023-03-03,,,,
rel_9f32f7942f09,art_2534a487acec,Lili Haydn,The Edgeless Safety of the Sea,2025-06-27,,,,
rel_54cdc1ddc4c2,art_68903d3c2833,Limbo,Barfotadans,1992-01-01,,,,
rel_fe471bf2554b,art_68903d3c2833,Limbo,Collection,2019-08-20,,,,
rel_b055365e543a,art_68903d3c2833,Limbo,Cosmos,2017-01-17,,,,
rel_9f11f82c93b1,art_68903d3c2833,Limbo,Details,2017,,,,
rel_76bbb81be97d,art_68903d3c2833,Limbo,Direct Motion,2015-02-06,,,,
rel_7a0c4aa56514,art_68903d3c2833,Limbo,Dream Rush,2018-07-29,,,,
rel_81e4395f944d,art_68903d3c2833,Limbo,Early Works (1984-1987),2008-08-20,,,,
rel_d62ba1e427fd,art_68903d3c2833,Limbo,El Fielder,2011-10-13,,,,
rel_f3b5c9527ef9,art_68903d3c2833,Limbo,EP1,2012-12-03,,,,
rel_3e7934dfde70,art_68903d3c2833,Limbo,Limbo,2023-06-23,,,,
rel_abd82fb48361,art_68903d3c2833,Limbo,Lycklig,1992-01-01,,,,
rel_690309473e7a,art_68903d3c2833,Limbo,Now Whos Doubting,2013-08-03,,,,
rel_5d13e05023d9,art_68903d3c2833,Limbo,On Acid,2017-10-16,,,,
rel_6ee6ec999381,art_68903d3c2833,Limbo,Ruidos En El Cielo,1993-07-15,,,,
rel_00f92d687629,art_68903d3c2833,Limbo,Shaman Medicine,2019-05-02,,,,
rel_32a90ac8d170,art_68903d3c2833,Limbo,The Garden,2014-10-20,,,,
rel_390902b263f9,art_68903d3c2833,Limbo,Undr Cntrl Remixes,2013-09-16,,,,
rel_aba291a3426e,art_68903d3c2833,Limbo,Uppe på toppen igen,1991-01-01,,,,
rel_b4193e324e4a,art_68903d3c2833,Limbo,UV Sound System,2013-08-25,,,,
rel_c252eb5d88e1,art_68903d3c2833,Limbo,Whisky,2019-02-07,,,,
rel_a019770c7627,art_68903d3c2833,Limbo,Wishingwell,2011-08-08,,,,
rel_9b73c7e72508,art_0e3ae1b4f171,Limbo Maniacs,Stinky Grooves,1990,original,standard,Transition Era (1982–1992),"Funk, R&B, P-Funk"
rel_40cace95b0ee,art_17759a7c5cfd,Lindsay Lohan,A Little More Personal (RAW),2005-01-01,,,,
rel_6ac7229feca5,art_17759a7c5cfd,Lindsay Lohan,Back To Me,2020-04-03,,,,
rel_cbae4357217e,art_17759a7c5cfd,Lindsay Lohan,Back To Me (Black Caviar Remix),2020-07-10,,,,
rel_13815da111c4,art_17759a7c5cfd,Lindsay Lohan,Back To Me (Dave Audé Remix),2020-05-08,,,,
rel_4d1314e87de6,art_17759a7c5cfd,Lindsay Lohan,Bossy,2008-01-01,,,,
rel_e5771679e9f3,art_17759a7c5cfd,Lindsay Lohan,Confessions Of A Broken Heart,2005-01-01,,,,
rel_ab3da5810600,art_17759a7c5cfd,Lindsay Lohan,Falling For Christmas (Soundtrack from the Netflix Film),2022-11-11,,,,
rel_3daa8f930273,art_17759a7c5cfd,Lindsay Lohan,Freakier Friday (Original Motion Picture Soundtrack),2025-08-01,,,,
rel_a11e984cf950,art_17759a7c5cfd,Lindsay Lohan,"Jingle Bell Rock (from the Netflix Film ""Falling For Christmas"")",2022-11-04,,,,
rel_e9adc1ba0d71,art_17759a7c5cfd,Lindsay Lohan,Over,2005-01-01,,,,
rel_584d6529ab96,art_17759a7c5cfd,Lindsay Lohan,Rumors,2004-01-01,,,,
rel_f978b3ba6b90,art_17759a7c5cfd,Lindsay Lohan,Speak,2004-01-01,,,,
rel_27a91331ddbe,art_3d0646be90a3,Maceo And All The King's Men,Doing Their Own Thing,1970,original,standard,Classic P-Funk (1970–1981),"Funk, Soul, P-Funk, Jazz-Funk"
rel_4980e174daf5,art_58c99b266aac,Maceo Parker,"A Blow for Me, A Toot to You",1977,,,,
rel_74fab1a360e1,art_58c99b266aac,Maceo Parker,Come By And See,2003,,,,
rel_bad3f38eac70,art_58c99b266aac,Maceo Parker,Cully Jazz Festival 1999,,,,,
rel_dce842b05e9f,art_58c99b266aac,Maceo Parker,Dial: MACEO,2000,,,,
rel_d446b1a004fd,art_58c99b266aac,Maceo Parker,Estival Jazz Lugano,1993-07-01,,,,
rel_116f49e68c0d,art_58c99b266aac,Maceo Parker,For All The King's Men,1990,,,,
rel_55b49f83856b,art_58c99b266aac,Maceo Parker,Funkoverload,1998-08-25,,,,
rel_006f35d9072a,art_58c99b266aac,Maceo Parker,Horn Riffs for DJs,1992,,,,
rel_401bfb636496,art_58c99b266aac,Maceo Parker,It's All About Love,2018-03-10,,,,
rel_f40f9a0dd925,art_58c99b266aac,Maceo Parker,Keep Your Soul Together,1993,,,,
rel_50143861f6ff,art_58c99b266aac,Maceo Parker,Let 'Em Out,1990,,,,
rel_838792b30266,art_58c99b266aac,Maceo Parker,Life on Planet Groove,1992-10-20,,,,
rel_23f7764841d4,art_58c99b266aac,Maceo Parker,Maceo: Soundtrack,1994,,,,
rel_6b3fb2790b5a,art_58c99b266aac,Maceo Parker,Made By Maceo,2003-02-24,,,,
rel_467b92ea84c1,art_58c99b266aac,Maceo Parker,Make It Funky,,,,,
rel_216a6f90e995,art_58c99b266aac,Maceo Parker,Mo' Roots,1991-09-24,,,,
rel_3a18b225c85a,art_58c99b266aac,Maceo Parker,Roots & Grooves,2007-09-07,,,,
rel_9bd8da8a11cf,art_58c99b266aac,Maceo Parker,Roots Revisited,1990,,,,
rel_c4e0f88612f0,art_58c99b266aac,Maceo Parker,Roots Revisited The Bremen Concert,2015,,,,
rel_9eae9b369f9e,art_58c99b266aac,Maceo Parker,Say Blow by Blow Backwards,1979,,,,
rel_11e0db396a20,art_58c99b266aac,Maceo Parker,School's In,2005-03-24,,,,
rel_e348ceb9bfce,art_58c99b266aac,Maceo Parker,Soul Classics,2012-09-14,,,,
rel_29a7808a455b,art_58c99b266aac,Maceo Parker,Soul Food - Cooking with Maceo,2020-06-26,,,,
rel_d7e9adcedd06,art_58c99b266aac,Maceo Parker,Southern Exposure,1993,,,,
rel_1193d432518d,art_58c99b266aac,Maceo Parker,Tokyo Jazz 2010,,,,,
rel_ac05a4cda42b,art_58c99b266aac,Maceo Parker,Umbria Jazz 2009,,,,,
rel_055876f1553f,art_58c99b266aac,Maceo Parker,Us,1973,,,,
rel_7462bc998853,art_58c99b266aac,Maceo Parker,Zurich JazzNoJazz Festival 2007,,,,,
rel_edd253ac4db7,art_48a1898f0c31,Mallia Franklin,Funken Tersepter,1995,original,standard,Comeback Era (1993–2004),"Funk, R&B, P-Funk"
rel_d06e35c31b7c,art_97912524f347,Material,ANITA,2023-01-08,,,,
rel_b530b30dd33b,art_97912524f347,Material,Apocalypse Live,2017-04-21,,,,
rel_05c865055244,art_97912524f347,Material,Bustin' Out Edits - EP,2012-01-01,,,,
rel_6a76a0cc6a24,art_97912524f347,Material,Busting Out,1981-12-31,,,,
rel_385288ead5d7,art_97912524f347,Material,Hallucination Engine,1994-01-01,,,,
rel_7e30a276242f,art_97912524f347,Material,Intonarumori,1999-09-28,,,,
rel_b044bbf14016,art_97912524f347,Material,Memories,1983-01-01,,,,
rel_6a417135397e,art_97912524f347,Material,Memory Serves,1981-01-01,,,,
rel_137d9d26c7e8,art_97912524f347,Material,Seven Souls Remixes,2016-09-16,,,,
rel_0bc6d1432854,art_97912524f347,Material,Temporary Music,1981-01-01,,,,
rel_dc89eafc2211,art_97912524f347,Material,The Road To The Western Lands,1998,,,,
rel_df8f96b7e971,art_97912524f347,Material,The Third Power,1991,original,standard,Transition Era (1982–1992),"Funk, Experimental, P-Funk"
rel_7eafa65a854c,art_97912524f347,Material,Things Long Lost / The World As We Know It,2010-03-15,,,,
rel_f1ba74965cc6,art_97912524f347,Material,Time Out (Dance Versions),1983-12-31,,,,
rel_1f40a8571f98,art_139bec3d8b16,Menace,Agony,2012-10-06,,,,
rel_6a5a7dbcc87a,art_139bec3d8b16,Menace,Crisis,2001-10-01,,,,
rel_a216b14a6769,art_139bec3d8b16,Menace,Doghouse,1990,original,standard,Transition Era (1982–1992),"Funk, R&B, P-Funk"
rel_fbde9e437c06,art_139bec3d8b16,Menace,G.L.C. (Live),2005-01-01,,,,
rel_ebe5711ca5a8,art_139bec3d8b16,Menace,Live In Bermondsey,2000-01-01,,,,
rel_69d891171f70,art_139bec3d8b16,Menace,London Stories,2014,,,,
rel_644103bfc551,art_139bec3d8b16,Menace,No Escape from Nowhere,2008-05-23,,,,
rel_3da1218725b0,art_139bec3d8b16,Menace,Rogues Gallery,2004-10-01,,,,
rel_0703507e4bd0,art_9a6d8892e14b,Michael Hampton,Heavy Metal Funkason - The Domestic Grip,2002-06-11,original,standard,Comeback Era (1993–2004),"Funk, R&B, P-Funk"
rel_5a81cf146fd2,art_9a6d8892e14b,Michael Hampton,Heavy Metal Funkason - The Domestic Grip,2002-06-11,reissue,standard,Comeback Era (1993–2004),"Funk, R&B, P-Funk"
rel_296ee52ef16a,art_9a6d8892e14b,Michael Hampton,Hidden Treasure: Viola Masterpieces,2014-08-05,,,,
rel_8f58afcc90f6,art_9a6d8892e14b,Michael Hampton,P-Funk Guitar Riffs For DJ's,1995-01-01,,,,
rel_eead8ab072c0,art_9a6d8892e14b,Michael Hampton,Pure,2018-07-30,,,,
rel_d81fd58bdf91,art_dbb8fe39bf79,Mico Wave,A Love of Your Own (1988),2021-03-31,,,,
rel_472bd0535037,art_dbb8fe39bf79,Mico Wave,Cookin' From The Inside Out!!!,1987,original,standard,Transition Era (1982–1992),"Funk, R&B, P-Funk"
rel_2388866cf7aa,art_dbb8fe39bf79,Mico Wave,Let's Talk Dirty,2012-03-08,,,,
rel_07c0524f955a,art_dbb8fe39bf79,Mico Wave,Public Private Personal (20th Anniversary Edition),2018-12-27,,,,
rel_3be8a4bd7eb8,art_dbb8fe39bf79,Mico Wave,Soul Power,2013-08-11,,,,
rel_ae08750f97bf,art_907118b97cfa,Momma Stud,Cockadoodledo,1991,original,standard,Transition Era (1982–1992),"Funk, R&B, P-Funk"
rel_351ff5593ce6,art_42d7dd1058dd,Mr. Fiddler,Helvetia (Dub Mix),2009-06-02,,,,
rel_c13f1ac8106d,art_42d7dd1058dd,Mr. Fiddler,Helvetia (Original Mix),2009-06-02,,,,
rel_eb4502929930,art_42d7dd1058dd,Mr. Fiddler,With Respect,1990,original,standard,Transition Era (1982–1992),"Funk, R&B, P-Funk"
rel_5235503ccd74,art_59928553cbcd,Mutiny,Aftershock 2005,1996-02-27,original,standard,Comeback Era (1993–2004),"Funk, R&B, P-Funk"
rel_0a391e2d34b3,art_59928553cbcd,Mutiny,Mutiny On The Mamaship,1980,original,standard,Classic P-Funk (1970–1981),"Funk, Soul, P-Funk"
rel_b14593654d11,art_c5a643b470b2,Nona Hendryx,Ballad Of Rush Limbaugh,2010-01-23,,,,
rel_a4661c0c5bd0,art_c5a643b470b2,Nona Hendryx,Bustin' Out Edits - EP,2012-01-01,,,,
rel_c0078ca5feac,art_c5a643b470b2,Nona Hendryx,Busting Out,1981-12-31,,,,
rel_4721f3630508,art_c5a643b470b2,Nona Hendryx,Female Trouble,1987-04-17,original,standard,Transition Era (1982–1992),"Funk, R&B, P-Funk"
rel_69bd0eb428db,art_c5a643b470b2,Nona Hendryx,Female Trouble,1987-04-17,reissue,standard,Transition Era (1982–1992),"Funk, R&B, P-Funk"
rel_ccbaf4b47a68,art_c5a643b470b2,Nona Hendryx,"In Praise of Older Men (Father, Brother, Lover, Son)",2016-06-15,,,,
rel_e12c89249ade,art_c5a643b470b2,Nona Hendryx,It's Time,2011-08-31,,,,
rel_366d433b70d4,art_c5a643b470b2,Nona Hendryx,Keep Funkin,2018-02-16,,,,
rel_3fc589bc52de,art_c5a643b470b2,Nona Hendryx,Nona Hendryx,1977-07-17,,,,
rel_9ada889f6e1d,art_c5a643b470b2,Nona Hendryx,The Art of Defense (Expanded Edition),1984-03-01,,,,
rel_334285de76fb,art_c5a643b470b2,Nona Hendryx,The Heat (Expanded Edition),1985-08-01,,,,
rel_33c1cf383e9b,art_c5a643b470b2,Nona Hendryx,The World of Captain Beefheart,2017-11-10,,,,
rel_481d987c3534,art_c5a643b470b2,Nona Hendryx,Walk with Me,2016-08-23,,,,
rel_1cdbac0759db,art_068fdddb1d11,O. G. Funk (Billy Bass Nelson),Out of the Dark,1993-06-28,original,standard,Comeback Era (1993–2004),"Funk, R&B, P-Funk"
rel_0924ea536a4f,art_068fdddb1d11,O. G. Funk (Billy Bass Nelson),Out of the Dark,1993-06-28,reissue,standard,Comeback Era (1993–2004),"Funk, R&B, P-Funk"
rel_3f5a8d2e3aef,art_14fef41c4f44,O.G. Soul,Can't Tell Me None!,2025-11-28,,,,
rel_eae650b33129,art_14fef41c4f44,O.G. Soul,Fallin',2025-11-14,,,,
rel_030e3fb677fd,art_14fef41c4f44,O.G. Soul,Halos,2024-10-25,,,,
rel_20317ec9afde,art_14fef41c4f44,O.G. Soul,Holy Night (Red Trim),2025-01-24,,,,
rel_2999ee53e86f,art_14fef41c4f44,O.G. Soul,Jabroneez,2025-12-26,,,,
rel_6b2e28d640a2,art_14fef41c4f44,O.G. Soul,Lemonade (Bentley Coupe),2025-08-29,,,,
rel_428bca5dace4,art_14fef41c4f44,O.G. Soul,Make It Right,2024-10-11,,,,
rel_fcb16378c74d,art_14fef41c4f44,O.G. Soul,Montecristo (Just Ride),2025-04-11,,,,
rel_3823ff7ed02c,art_14fef41c4f44,O.G. Soul,My Beemer,2025-03-14,,,,
rel_f37b74863e6a,art_14fef41c4f44,O.G. Soul,No Stylist,2025-07-25,,,,
rel_988239d7954a,art_14fef41c4f44,O.G. Soul,Real Ones,2025-06-27,,,,
rel_fe27d58f2b04,art_726f7b7597d0,Octavepussy featuring George Clinton & Parliament Funkadelic,(The Life of The) Funkshipz Captain,2004-03-03,original,standard,Comeback Era (1993–2004),"Funk, P-Funk, Experimental"
rel_c1ce9038f5b1,art_852155f1d54b,Original P,Introducing Hyped Up Westbound Soljaz,2001,original,standard,Comeback Era (1993–2004),"Funk, R&B, P-Funk"
rel_5deb0f5b8ba5,art_852155f1d54b,Original P,What Dat Shakin',1999-03-02,original,standard,Comeback Era (1993–2004),"Funk, R&B, P-Funk"
rel_9f7243d2cc15,art_c89c1ecbb6b1,Original Poder Cristiano,2013,2013-09-06,,,,
rel_9e48f3d71277,art_c89c1ecbb6b1,Original Poder Cristiano,Amor Sincero,2025-02-13,,,,
rel_2d400e902490,art_c89c1ecbb6b1,Original Poder Cristiano,Cambia mi Vida,2024-03-08,,,,
rel_0d5147732e25,art_c89c1ecbb6b1,Original Poder Cristiano,Con los Brazos Abiertos,2024-03-08,,,,
rel_ce3ff4d6e662,art_c89c1ecbb6b1,Original Poder Cristiano,Concierto en Vivo (En Vivo),2023-01-19,,,,
rel_6e145e20cfa9,art_c89c1ecbb6b1,Original Poder Cristiano,Contigo Tengo Todo,2024-01-05,,,,
rel_66185636af40,art_c89c1ecbb6b1,Original Poder Cristiano,Desde Mi Corazón,2012-09-01,,,,
rel_304dd33ec175,art_c89c1ecbb6b1,Original Poder Cristiano,Edición Especial,2022-08-30,,,,
rel_216353a53613,art_c89c1ecbb6b1,Original Poder Cristiano,Edición Especial para Recordar Vol.3,2024-06-12,,,,
rel_f8746932dc1e,art_c89c1ecbb6b1,Original Poder Cristiano,El Amor De Cristo,2025-10-10,,,,
rel_2ca383eab3c7,art_c89c1ecbb6b1,Original Poder Cristiano,El Corrido del Varón,2022-09-26,,,,
rel_6d96e08450f6,art_c89c1ecbb6b1,Original Poder Cristiano,Heme Aquí,2022-04-13,,,,
rel_6d9aa77d3dcc,art_c89c1ecbb6b1,Original Poder Cristiano,Hijo Pródigo,2021-11-19,,,,
rel_6e3aefddfc6b,art_c89c1ecbb6b1,Original Poder Cristiano,Mi Pán Verdadero,2017-01-11,,,,
rel_1ea2062c68f8,art_c89c1ecbb6b1,Original Poder Cristiano,Mientras Tenga Vida,2024-03-08,,,,
rel_568a37a42908,art_c89c1ecbb6b1,Original Poder Cristiano,Mujer Virtuosa (Instrumental),2023-05-09,,,,
rel_016ba3b64bc4,art_c89c1ecbb6b1,Original Poder Cristiano,No Te Cambio por Nada,2021-02-14,,,,
rel_49d593fdf7d0,art_c89c1ecbb6b1,Original Poder Cristiano,No te Rindas,2024-09-02,,,,
rel_2f536372fc6e,art_c89c1ecbb6b1,Original Poder Cristiano,Para Recordar (Edición Especial 2014),2014-09-02,,,,
rel_5d52385080dd,art_c89c1ecbb6b1,Original Poder Cristiano,Que Difícil es,2023-11-23,,,,
rel_c7230c13e075,art_c89c1ecbb6b1,Original Poder Cristiano,Sana Mi Tierra,2023-11-14,,,,
rel_1a76d8d9d87c,art_c89c1ecbb6b1,Original Poder Cristiano,Solo Confía,2019-09-11,,,,
rel_0b699106698c,art_c89c1ecbb6b1,Original Poder Cristiano,Te Estoy Esperando,2014-09-05,,,,
rel_8f8c9781756c,art_c89c1ecbb6b1,Original Poder Cristiano,Tu Eres mi Vida,2023-09-23,,,,
rel_967c11f9a73a,art_c89c1ecbb6b1,Original Poder Cristiano,Volver a Soñar,2022-05-03,,,,
rel_d19cfc2a8d64,art_472a7729fd3e,Otis Day & the Knights,Shout,1989-10-03,original,standard,Transition Era (1982–1992),"Funk, R&B, P-Funk"
rel_e3989e4ce57f,art_e0bdb1d4a20c,Otis Day and The Knights,Shout!,1989,,,,
rel_29bc7e200dd2,art_7999e26db1b1,P-Funk All Stars,If Anybody Gets Funked Up (It's Gonna Be You),1996-06-11,,,,
rel_6392418ab768,art_7999e26db1b1,P-Funk All Stars,T.A.P.O.A.F.O.M.(The Awesome Power of A Fully- Operational Mothership),1996-06-11,,,,
rel_712d561751a1,art_7999e26db1b1,P-Funk All Stars,Urban Dancefloor Guerillas,1983,original,standard,Transition Era (1982–1992),"Funk, R&B, P-Funk"
rel_b6fcd86db5ba,art_7999e26db1b1,P-Funk All Stars,Urban Dancefloor Guerillas (Expanded Edition),1984-09-01,,,,
rel_63961a68358f,art_b1968a1ee235,P-Funk Guitar Army,Tribute To Jimi Hendrix Vol. 1,1994,compilation,standard,Comeback Era (1993–2004),"Funk, R&B, P-Funk"
rel_0475d24c6ecc,art_88f5b2fbe094,P.Funk All Stars,Hydraulic Funk,1995,,,,
rel_a077194d34d6,art_be77fd2b1c63,Parlet,Invasion of the Booty Snatchers,1979,original,standard,Classic P-Funk (1970–1981),"Funk, Soul, P-Funk"
rel_e6303bc208b0,art_be77fd2b1c63,Parlet,Play Me or Trade Me,1980,original,standard,Classic P-Funk (1970–1981),"Funk, Soul, P-Funk"
rel_bd4b969a3a0a,art_be77fd2b1c63,Parlet,Play Me or Trade Me,1980,reissue,standard,Classic P-Funk (1970–1981),"Funk, Soul, P-Funk"
rel_7dd6b8e6b445,art_be77fd2b1c63,Parlet,Play Me Or Trade Me,1980,,,,
rel_1ef669b626eb,art_be77fd2b1c63,Parlet,Pleasure Principle,1978,original,standard,Classic P-Funk (1970–1981),"Funk, Soul, P-Funk"
rel_039c09aa5778,art_be77fd2b1c63,Parlet,Pleasure Principle,1978,reissue,standard,Classic P-Funk (1970–1981),"Funk, Soul, P-Funk"
rel_b88bb48fb787,art_be77fd2b1c63,Parlet,Pleasure Principle,1978,,,,
rel_a02a95a3d675,art_be77fd2b1c63,Parlet,Ridin' High,1979-03-26,,,,
rel_82c77e7c143c,art_be77fd2b1c63,Parlet,The Best Of Parlet,1994,,,,
rel_d0a8ec73a168,art_7d9ac9826241,Parliament,,1971,,,,
rel_88d658bbff89,art_7d9ac9826241,Parliament,,1974,,,,
rel_2541490897b3,art_7d9ac9826241,Parliament,,1975,,,,
rel_635d9f5e9cfa,art_7d9ac9826241,Parliament,,1976,,,,
rel_923b90184ab2,art_7d9ac9826241,Parliament,,1978,,,,
rel_b96bcf6ec1cf,art_7d9ac9826241,Parliament,(Show Me Your) Funkface,2024-09-06,,,,
rel_e07971547bf1,art_7d9ac9826241,Parliament,20th Century Masters: The Millennium Collection: The Best of Parliament,2000-01-25,,,,
rel_dbe2692f42ce,art_7d9ac9826241,Parliament,5 Classic Albums,2016,,,,
rel_7f2c04c5a58d,art_7d9ac9826241,Parliament,Aqua Boogie (A Psychoalphadiscobetabioaquadoloop),1978-11,original,standard,Classic P-Funk (1970–1981),"Funk, Soul, P-Funk, Space Funk"
rel_096f499dd1f9,art_7d9ac9826241,Parliament,Best Of Parliament: Give Up The Funk,1995,,,,
rel_333952d79085,art_7d9ac9826241,Parliament,Breakdown,1971-07,original,standard,Classic P-Funk (1970–1981),"Funk, Soul, P-Funk, Proto-Funk"
rel_5e63c2d03077,art_7d9ac9826241,Parliament,Chocolate City,1975-04,original,standard,Classic P-Funk (1970–1981),"Funk, Soul, P-Funk, Space Funk"
rel_2d934cd22e10,art_7d9ac9826241,Parliament,Chocolate City,1975-04,reissue,standard,Classic P-Funk (1970–1981),"Funk, Soul, P-Funk, Space Funk"
rel_e11b8c5e5e62,art_7d9ac9826241,Parliament,Chocolate City,1975-05,original,standard,Classic P-Funk (1970–1981),"Funk, Soul, P-Funk, Space Funk"
rel_d11ab1d704a4,art_7d9ac9826241,Parliament,Chocolate City,1975-03-12,original,standard,Classic P-Funk (1970–1981),"Funk, Soul, P-Funk"
rel_8eaf55dd58c9,art_7d9ac9826241,Parliament,Classic Parliament,2000-03-20,,,,
rel_e0f577f2dbea,art_7d9ac9826241,Parliament,Come In Out Of The Rain,1972,original,standard,Classic P-Funk (1970–1981),"Funk, Soul, P-Funk, Proto-Funk"
rel_5f9c31418051,art_7d9ac9826241,Parliament,Come In Out of the Rain / Little Ole Country Boy,1972,,,,
rel_76b8ade23e05,art_7d9ac9826241,Parliament,First Thangs,1993,,,,
rel_37c55ea91af9,art_7d9ac9826241,Parliament,Flash Light,1978-01,original,standard,Classic P-Funk (1970–1981),"Funk, Soul, P-Funk, Space Funk"
rel_85c074e17db8,art_7d9ac9826241,Parliament,Flash Light,1977,,,,
rel_16848930cce2,art_7d9ac9826241,Parliament,"Funk Essentials: The 12"" Collection and More",1999-05-18,,,,
rel_b0acb1ced351,art_7d9ac9826241,Parliament,Funked Up,2002,,,,
rel_564e4eadf19c,art_7d9ac9826241,Parliament,Funkentelechy,1978-05,original,standard,Classic P-Funk (1970–1981),"Funk, Soul, P-Funk, Space Funk"
rel_9661c54b1424,art_7d9ac9826241,Parliament,Funkentelechy Vs. the Placebo Syndrome,1977-11-28,original,standard,Classic P-Funk (1970–1981),"Funk, Soul, P-Funk, Space Funk"
rel_56e2e856b28b,art_7d9ac9826241,Parliament,Get Funked Up: The Ultimate Collection,2000-04-24,,,,
rel_d743e5c09246,art_7d9ac9826241,Parliament,Give Up the Funk (Tear the Roof off the Sucker),1976,original,standard,Classic P-Funk (1970–1981),"Funk, Soul, P-Funk, Space Funk"
rel_3bbc0d7a33ba,art_7d9ac9826241,Parliament,Give Up the Funk: The Best of Parliament,1995-06-06,,,,
rel_21ceeff699ba,art_7d9ac9826241,Parliament,Gloryhallastoopid,1979-11-20,,,,
rel_cb0dd3125ce9,art_7d9ac9826241,Parliament,Gloryhallastoopid (or Pin the Tail on the Funky),1979,original,standard,Classic P-Funk (1970–1981),"Funk, Soul, P-Funk, Space Funk"
rel_277f97459769,art_7d9ac9826241,Parliament,Gold,2005-03-01,,,,
rel_1bddc6a15404,art_7d9ac9826241,Parliament,Greatest Funkin' Hits,1996-10-29,compilation,standard,Comeback Era (1993–2004),"Funk, R&B, P-Funk"
rel_9819bc53005a,art_7d9ac9826241,Parliament,I'm Gon Make U Sick O'Me,2018-01-15,original,standard,Legacy Era (2016–present),"Funk, Soul, P-Funk, Space Funk"
rel_82052aebf1d7,art_7d9ac9826241,Parliament,I'm Gon Make U Sick O'Me,2018-01,original,standard,Legacy Era (2016–present),"Funk, Soul, P-Funk, Space Funk"
rel_c7fb63a00bdf,art_7d9ac9826241,Parliament,I'm Gon Make U Sick O'Me,2018-01-15,,,,
rel_f4df2ac47461,art_7d9ac9826241,Parliament,ICON,2011,,,,
rel_f6b8b6eb9d04,art_7d9ac9826241,Parliament,Live / P-Funk Earth Tour  (2LP),1977,,,,
rel_f71f694bac1e,art_7d9ac9826241,Parliament,Live 1976–93,1993,,,,
rel_2398bb4863b3,art_7d9ac9826241,Parliament,Live: P-Funk Earth Tour,1977-05-05,original,standard,Classic P-Funk (1970–1981),"Funk, Soul, P-Funk, Space Funk"
rel_66cbf0199208,art_7d9ac9826241,Parliament,Live: P-Funk Earth Tour,1977-05-05,live,standard,Classic P-Funk (1970–1981),"Funk, Soul, P-Funk, Space Funk"
rel_134ec87b426e,art_7d9ac9826241,Parliament,Livin' The Life,1970,original,standard,Classic P-Funk (1970–1981),"Funk, Soul, P-Funk, Proto-Funk"
rel_b30236616561,art_7d9ac9826241,Parliament,Medicaid Fraud Dogg,2018-05-22,original,standard,Legacy Era (2016–present),"Funk, Soul, P-Funk, Space Funk"
rel_cdd31b004957,art_7d9ac9826241,Parliament,Medicaid Fraud Dogg,2018-05-22,reissue,standard,Legacy Era (2016–present),"Funk, Soul, P-Funk, Space Funk"
rel_8af2f7118c06,art_7d9ac9826241,Parliament,Mothership Connection,1976-02,original,standard,Classic P-Funk (1970–1981),"Funk, Soul, P-Funk, Space Funk"
rel_1bbe173681e0,art_7d9ac9826241,Parliament,Motor Booty Affair,1978-11,original,standard,Classic P-Funk (1970–1981),"Funk, Soul, P-Funk, Space Funk"
rel_f20af635799d,art_7d9ac9826241,Parliament,Music From the Motion Picture PCU,1994,,,,
rel_3026ff7e63b6,art_7d9ac9826241,Parliament,Osmium,1970,,,,
rel_c58739ede579,art_7d9ac9826241,Parliament,Osmium…plus,1970-07,original,expanded,Classic P-Funk (1970–1981),"Funk, Soul, P-Funk, Proto-Funk"
rel_e034043aaca9,art_7d9ac9826241,Parliament,Osmium…plus,1970-07,original,standard,Classic P-Funk (1970–1981),"Funk, Soul, P-Funk, Proto-Funk"
rel_1409c35115e6,art_7d9ac9826241,Parliament,Osmium…plus,1970-07,reissue,bonus_track,Classic P-Funk (1970–1981),"Funk, Soul, P-Funk, Proto-Funk"
rel_b6cab8fbae4b,art_7d9ac9826241,Parliament,Parliament's Greatest Hits,1984,,,,
rel_a80d30899ee6,art_7d9ac9826241,Parliament,Police Doggy,1995-02-10,,,,
rel_aec714c79611,art_7d9ac9826241,Parliament,Red Hot Mama,1971-05,original,standard,Classic P-Funk (1970–1981),"Funk, Soul, P-Funk, Proto-Funk"
rel_d116a1a40e17,art_7d9ac9826241,Parliament,Rhenium,1989,,,,
rel_36476b07cadc,art_7d9ac9826241,Parliament,Ride On,1975-09,original,standard,Classic P-Funk (1970–1981),"Funk, Soul, P-Funk, Space Funk"
rel_60293f2906cf,art_7d9ac9826241,Parliament,Star Child,1976-12-18,original,standard,Classic P-Funk (1970–1981),"Funk, Soul, P-Funk, Space Funk"
rel_f94856aca6a6,art_7d9ac9826241,Parliament,Straight from #1 Bimini Road,2020-02-21,original,standard,Legacy Era (2016–present),Funk
rel_921cf68f9859,art_7d9ac9826241,Parliament,Tear The Roof Off: 1974-1980 (2CD),1993,,,,
